,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh_shooting,SoT,SoT%,G/Sh,G/SoT,Dist,FK_shooting,PK,PKatt_shooting,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report,SoTA,Saves,Save%,CS,PSxG,PSxG+/-,PKatt_keeper,PKA,PKsv,PKm,Cmp_keeper,Att_keeper,Cmp%_keeper,Att_keeper,Thr,Launch%,AvgLen,Att_keeper,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Cmp_passing,Att_passing,Cmp%_passing,TotDist_passing,PrgDist_passing,Cmp_passing,Att_passing,Cmp%_passing,Cmp_passing,Att_passing,Cmp%_passing,Cmp_passing,Att_passing,Cmp%_passing,Ast,xA,KP,1/3_passing,PPA,CrsPA,Prog_passing,Att_passing_types,Live_passing_types,Dead,FK_passing_types,TB,Press_passing_types,Sw,Crs_passing_types,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp_passing_types,Off_passing_types,Out,Int_passing_types,Blocks_passing_types,SCA,PassLive,PassDead,Drib,Sh_gca,Fld_gca,Def,GCA,PassLive,PassDead,Drib,Sh_gca,Fld_gca,Def,Tkl,TklW_defense,Def 3rd_defense,Mid 3rd_defense,Att 3rd_defense,Tkl,Att_defense,Tkl%,Past,Press_defense,Succ_defense,%,Def 3rd_defense,Mid 3rd_defense,Att 3rd_defense,Blocks_defense,Sh_defense,ShSv,Pass,Int_defense,Tkl+Int,Clr,Err,Poss,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Succ_possession,Att_possession,Succ%,#Pl,Megs,Carries,TotDist_possession,PrgDist_possession,Prog_possession,1/3_possession,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_possession,CrdY,CrdR,2CrdY,Fls,Fld_misc,Off_misc,Crs_misc,Int_misc,TklW_misc,PKwon,PKcon,OG,Recov,Won,Lost,Won%,team
38,2018-04-07,15:00,Premier League,Matchweek 33,Sat,Home,D,2,2,Crystal Palace,2,21.0,5.0,23.8,0.1,0.4,14.4,1.0,0,0,2.2,2.2,0.11,-0.2,-0.2,Match Report,6.0,4.0,66.7,0.0,2.1,0.1,0,0,0,0,4.0,7.0,57.1,15.0,7.0,33.3,32.2,6.0,33.3,36.5,11.0,1.0,9.1,0.0,10.3,414.0,533.0,77.7,9029.0,3026.0,123.0,149.0,82.6,211.0,246.0,85.8,76.0,117.0,65.0,2,1.2,15.0,30.0,15.0,8.0,43.0,533.0,478.0,55.0,9.0,0.0,78.0,18.0,22.0,11.0,3.0,6.0,1.0,344.0,60.0,129.0,152.0,316.0,21.0,26.0,7.0,414.0,2.0,4.0,16.0,19.0,30.0,17.0,5.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,10.0,7.0,3.0,2.0,6.0,23.0,26.1,17.0,130.0,41.0,31.5,48.0,55.0,27.0,17.0,6.0,0.0,11.0,10.0,,30.0,0.0,52.0,659.0,59.0,204.0,329.0,178.0,32.0,603.0,13.0,20.0,65.0,14.0,0.0,386.0,2395.0,1278.0,48.0,12.0,4.0,7.0,15.0,478.0,414.0,86.6,43.0,2,0,0,10.0,12.0,3.0,22.0,10.0,10.0,0.0,0.0,0,105.0,27.0,20.0,57.4,Bournemouth
39,2018-04-14,17:30,Premier League,Matchweek 34,Sat,Away,L,0,3,Liverpool,0,7.0,1.0,14.3,0.0,0.0,17.4,0.0,0,0,0.7,0.7,0.1,-0.7,-0.7,Match Report,6.0,3.0,50.0,0.0,2.2,-0.8,0,0,0,0,12.0,30.0,40.0,27.0,6.0,66.7,51.4,14.0,85.7,62.5,9.0,3.0,33.3,0.0,13.0,317.0,416.0,76.2,6782.0,2552.0,125.0,142.0,88.0,128.0,153.0,83.7,60.0,107.0,56.1,0,0.3,5.0,26.0,6.0,2.0,31.0,416.0,363.0,53.0,13.0,2.0,31.0,22.0,11.0,5.0,2.0,2.0,0.0,272.0,41.0,103.0,110.0,254.0,14.0,17.0,8.0,317.0,4.0,4.0,13.0,12.0,10.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,14.0,5.0,0.0,6.0,25.0,24.0,19.0,171.0,45.0,26.3,80.0,70.0,21.0,11.0,5.0,1.0,6.0,11.0,,29.0,0.0,39.0,539.0,90.0,216.0,238.0,113.0,21.0,488.0,7.0,14.0,50.0,7.0,0.0,295.0,1401.0,805.0,34.0,7.0,2.0,13.0,23.0,386.0,317.0,82.1,31.0,1,0,0,16.0,8.0,4.0,11.0,11.0,11.0,0.0,0.0,0,72.0,13.0,13.0,50.0,Bournemouth
40,2018-04-18,19:45,Premier League,Matchweek 35,Wed,Home,L,0,2,Manchester Utd,0,14.0,2.0,14.3,0.0,0.0,16.8,0.0,0,0,1.1,1.1,0.08,-1.1,-1.1,Match Report,4.0,2.0,50.0,0.0,1.9,-0.1,0,0,0,0,6.0,14.0,42.9,26.0,9.0,46.2,37.8,2.0,100.0,67.0,6.0,1.0,16.7,0.0,9.2,383.0,482.0,79.5,7515.0,2804.0,148.0,172.0,86.0,168.0,202.0,83.2,54.0,78.0,69.2,0,1.1,13.0,36.0,9.0,1.0,39.0,482.0,438.0,44.0,11.0,0.0,104.0,15.0,14.0,8.0,0.0,5.0,0.0,303.0,85.0,94.0,148.0,257.0,27.0,20.0,11.0,383.0,1.0,12.0,19.0,16.0,26.0,15.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,4.0,3.0,2.0,2.0,9.0,22.2,7.0,162.0,34.0,21.0,56.0,78.0,28.0,19.0,8.0,0.0,11.0,18.0,,20.0,0.0,45.0,597.0,69.0,209.0,246.0,177.0,32.0,554.0,8.0,14.0,57.1,8.0,0.0,337.0,2253.0,1322.0,52.0,14.0,5.0,10.0,14.0,457.0,383.0,83.8,39.0,3,0,0,10.0,13.0,1.0,14.0,18.0,3.0,0.0,0.0,0,80.0,23.0,26.0,46.9,Bournemouth
41,2018-04-28,15:00,Premier League,Matchweek 36,Sat,Away,L,1,2,Southampton,1,16.0,7.0,43.8,0.06,0.14,19.3,0.0,0,0,1.0,1.0,0.07,0.0,0.0,Match Report,6.0,4.0,66.7,0.0,2.6,0.6,0,0,0,0,7.0,9.0,77.8,26.0,10.0,30.8,33.2,3.0,33.3,25.0,8.0,0.0,0.0,0.0,13.6,437.0,571.0,76.5,8746.0,2982.0,177.0,212.0,83.5,188.0,227.0,82.8,68.0,111.0,61.3,1,0.6,11.0,36.0,6.0,3.0,38.0,571.0,513.0,58.0,13.0,0.0,129.0,14.0,15.0,8.0,4.0,2.0,0.0,362.0,88.0,121.0,150.0,325.0,37.0,31.0,12.0,437.0,2.0,10.0,22.0,15.0,19.0,10.0,3.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,6.0,3.0,8.0,0.0,3.0,12.0,25.0,9.0,171.0,46.0,26.9,53.0,83.0,35.0,10.0,4.0,0.0,6.0,10.0,,23.0,0.0,59.0,678.0,63.0,219.0,335.0,168.0,24.0,623.0,10.0,25.0,40.0,13.0,2.0,370.0,1829.0,1104.0,36.0,14.0,5.0,11.0,7.0,553.0,437.0,79.0,38.0,1,0,0,11.0,15.0,2.0,15.0,10.0,6.0,0.0,0.0,0,120.0,23.0,21.0,52.3,Bournemouth
42,2018-05-05,15:00,Premier League,Matchweek 37,Sat,Home,W,1,0,Swansea City,1,13.0,5.0,38.5,0.08,0.2,14.2,0.0,0,0,1.7,1.7,0.13,-0.7,-0.7,Match Report,3.0,3.0,100.0,1.0,1.3,1.3,0,0,0,0,8.0,15.0,53.3,15.0,5.0,40.0,43.5,11.0,81.8,55.1,8.0,1.0,12.5,0.0,13.7,285.0,386.0,73.8,5935.0,2405.0,113.0,133.0,85.0,120.0,146.0,82.2,50.0,96.0,52.1,1,1.5,10.0,24.0,10.0,1.0,34.0,386.0,331.0,55.0,11.0,2.0,83.0,8.0,11.0,11.0,1.0,0.0,9.0,217.0,77.0,92.0,105.0,222.0,21.0,21.0,8.0,285.0,3.0,11.0,24.0,6.0,16.0,9.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,7.0,1.0,1.0,4.0,11.0,36.4,7.0,172.0,46.0,26.7,49.0,83.0,40.0,16.0,3.0,0.0,13.0,17.0,,71.0,1.0,44.0,563.0,68.0,214.0,221.0,157.0,32.0,510.0,8.0,16.0,50.0,8.0,1.0,292.0,1466.0,914.0,35.0,16.0,5.0,21.0,12.0,358.0,285.0,79.6,34.0,1,0,0,12.0,11.0,5.0,11.0,17.0,9.0,0.0,0.0,0,100.0,40.0,25.0,61.5,Bournemouth
43,2018-05-13,15:00,Premier League,Matchweek 38,Sun,Away,W,2,1,Burnley,2,16.0,5.0,31.3,0.13,0.4,17.5,0.0,0,0,1.6,1.6,0.1,0.4,0.4,Match Report,4.0,3.0,75.0,0.0,1.1,0.1,0,0,0,0,7.0,18.0,38.9,25.0,7.0,52.0,41.6,5.0,100.0,63.2,14.0,1.0,7.1,0.0,15.8,343.0,444.0,77.3,6915.0,2674.0,135.0,156.0,86.5,146.0,178.0,82.0,60.0,101.0,59.4,2,1.4,14.0,23.0,5.0,0.0,30.0,444.0,387.0,57.0,17.0,1.0,59.0,10.0,10.0,8.0,5.0,3.0,0.0,267.0,72.0,105.0,173.0,197.0,32.0,25.0,9.0,343.0,0.0,5.0,8.0,12.0,25.0,18.0,4.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,11.0,6.0,7.0,4.0,0.0,2.0,8.0,25.0,6.0,122.0,26.0,21.3,43.0,59.0,20.0,18.0,2.0,0.0,16.0,10.0,,45.0,0.0,48.0,580.0,70.0,226.0,258.0,125.0,17.0,524.0,2.0,10.0,20.0,4.0,0.0,300.0,1383.0,865.0,28.0,7.0,2.0,16.0,11.0,401.0,343.0,85.5,30.0,0,0,0,12.0,14.0,1.0,10.0,10.0,6.0,0.0,0.0,0,86.0,22.0,24.0,47.8,Bournemouth
44,,,,,,,14-12-18,54,70,,54,587.0,191.0,32.5,0.09,0.26,17.5,13.0,4,4,44.8,42.5,0.09,9.2,7.5,,194.0,127.0,64.9,7.0,57.5,-2.5,4,2,1,1,233.0,668.0,34.9,823.0,227.0,48.8,41.5,329.0,80.9,58.5,389.0,34.0,8.7,8.0,13.2,13510.0,17677.0,76.4,263551.0,93902.0,5590.0,6479.0,86.3,5708.0,6861.0,83.2,1973.0,3640.0,54.2,44,32.2,350.0,965.0,302.0,75.0,1233.0,17677.0,15634.0,2043.0,540.0,25.0,2790.0,472.0,602.0,218.0,87.0,65.0,20.0,11104.0,2689.0,3884.0,5269.0,9963.0,791.0,857.0,319.0,13510.0,47.0,371.0,573.0,469.0,709.0,515.0,72.0,41.0,32.0,34.0,15.0,74.0,46.0,9.0,5.0,6.0,6.0,2.0,582.0,347.0,298.0,212.0,72.0,191.0,551.0,34.7,360.0,5642.0,1553.0,27.5,1895.0,2566.0,1181.0,622.0,175.0,6.0,447.0,486.0,,1325.0,8.0,48.8,22844.0,2631.0,8023.0,10427.0,5890.0,903.0,20851.0,367.0,659.0,55.7,403.0,27.0,13059.0,73964.0,41116.0,1633.0,482.0,160.0,533.0,528.0,16284.0,13510.0,83.0,1276.0,65,1,1,453.0,561.0,61.0,602.0,486.0,347.0,3.0,3.0,2,3645.0,816.0,902.0,47.5,Bournemouth
0,2017-08-13,16:00,Premier League,Matchweek 1,Sun,Away,L,0,4,Manchester Utd,0,9.0,1.0,11.1,0.0,0.0,16.4,0.0,0,0,0.6,0.6,0.07,-0.6,-0.6,Match Report,5.0,1.0,20.0,0.0,2.4,-1.6,0,0,0,0,6.0,20.0,30.0,22.0,5.0,31.8,37.1,13.0,100.0,71.2,9.0,2.0,22.2,0.0,17.0,322.0,419.0,76.8,6664.0,2169.0,119.0,140.0,85.0,143.0,169.0,84.6,58.0,105.0,55.2,0,0.5,6.0,18.0,7.0,0.0,33.0,419.0,367.0,52.0,20.0,0.0,83.0,10.0,11.0,1.0,0.0,1.0,0.0,273.0,56.0,90.0,125.0,238.0,26.0,13.0,7.0,322.0,3.0,8.0,11.0,8.0,12.0,8.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,13.0,8.0,2.0,12.0,39.0,30.8,27.0,158.0,45.0,28.5,62.0,84.0,12.0,16.0,9.0,0.0,7.0,14.0,,28.0,0.0,45.0,557.0,79.0,180.0,297.0,108.0,15.0,507.0,6.0,11.0,54.5,6.0,0.0,342.0,1574.0,736.0,19.0,9.0,0.0,14.0,11.0,413.0,322.0,78.0,33.0,2,0,0,10.0,18.0,4.0,11.0,14.0,12.0,0.0,0.0,0,79.0,19.0,30.0,38.8,WestHamUnited
1,2017-08-19,15:00,Premier League,Matchweek 2,Sat,Away,L,2,3,Southampton,2,15.0,8.0,53.3,0.13,0.25,12.5,0.0,0,0,1.7,1.7,0.11,0.3,0.3,Match Report,3.0,2.0,66.7,0.0,2.5,-0.5,2,2,0,0,12.0,36.0,33.3,24.0,0.0,100.0,63.0,12.0,100.0,68.4,13.0,4.0,30.8,0.0,13.2,219.0,326.0,67.2,5274.0,2291.0,68.0,87.0,78.2,91.0,119.0,76.5,57.0,109.0,52.3,0,0.7,11.0,15.0,6.0,5.0,14.0,326.0,274.0,52.0,21.0,0.0,63.0,11.0,6.0,2.0,2.0,0.0,0.0,123.0,73.0,130.0,81.0,182.0,26.0,13.0,1.0,219.0,0.0,7.0,6.0,8.0,21.0,11.0,5.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,13.0,8.0,7.0,0.0,3.0,13.0,23.1,10.0,138.0,37.0,26.8,70.0,53.0,15.0,10.0,2.0,0.0,8.0,8.0,,31.0,0.0,34.0,428.0,70.0,161.0,198.0,87.0,16.0,379.0,6.0,9.0,66.7,6.0,1.0,193.0,968.0,340.0,10.0,4.0,0.0,6.0,10.0,267.0,219.0,82.0,30.0,1,1,0,9.0,20.0,0.0,6.0,8.0,13.0,0.0,2.0,0,88.0,31.0,16.0,66.0,WestHamUnited
2,2017-08-23,19:45,EFL Cup,Second round,Wed,Away,W,2,0,Cheltenham,2,12.0,4.0,33.3,0.17,0.5,,,0,0,,,,,,Match Report,2.0,2.0,100.0,1.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,6.0,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5.0,14.0,2.0,27.0,6.0,16.0,0.0,0.0,0,,,,,WestHamUnited
3,2017-08-26,15:00,Premier League,Matchweek 3,Sat,Away,L,0,3,Newcastle Utd,0,8.0,3.0,37.5,0.0,0.0,22.9,1.0,0,0,0.5,0.5,0.07,-0.5,-0.5,Match Report,8.0,5.0,62.5,0.0,3.1,0.1,0,0,0,0,13.0,34.0,38.2,34.0,6.0,67.6,47.6,11.0,100.0,68.7,13.0,3.0,23.1,0.0,11.3,399.0,536.0,74.4,8700.0,2739.0,138.0,160.0,86.3,182.0,214.0,85.0,75.0,139.0,54.0,0,0.1,5.0,24.0,3.0,2.0,25.0,536.0,468.0,68.0,16.0,0.0,125.0,24.0,10.0,5.0,4.0,1.0,0.0,283.0,90.0,163.0,117.0,324.0,29.0,32.0,10.0,399.0,3.0,6.0,9.0,16.0,13.0,9.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,11.0,3.0,2.0,4.0,18.0,22.2,14.0,118.0,38.0,32.2,52.0,46.0,20.0,16.0,5.0,0.0,11.0,5.0,,17.0,0.0,62.0,633.0,77.0,238.0,340.0,91.0,9.0,565.0,14.0,19.0,73.7,14.0,0.0,378.0,1933.0,839.0,23.0,4.0,1.0,12.0,14.0,477.0,399.0,83.6,34.0,3,0,0,12.0,17.0,2.0,10.0,5.0,10.0,0.0,0.0,0,100.0,30.0,30.0,50.0,WestHamUnited
4,2017-09-11,20:00,Premier League,Matchweek 4,Mon,Home,W,2,0,Huddersfield,2,19.0,4.0,21.1,0.11,0.5,18.4,2.0,0,0,1.7,1.7,0.1,0.3,0.3,Match Report,2.0,2.0,100.0,1.0,0.2,0.2,0,0,0,0,8.0,17.0,47.1,20.0,3.0,65.0,53.2,4.0,100.0,80.3,9.0,0.0,0.0,0.0,14.0,256.0,377.0,67.9,5791.0,2522.0,90.0,115.0,78.3,101.0,124.0,81.5,62.0,119.0,52.1,1,0.7,10.0,28.0,6.0,3.0,32.0,377.0,322.0,55.0,13.0,0.0,69.0,14.0,17.0,10.0,2.0,3.0,5.0,152.0,78.0,147.0,88.0,196.0,32.0,27.0,4.0,256.0,0.0,9.0,3.0,18.0,25.0,16.0,4.0,1.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,16.0,10.0,8.0,6.0,2.0,4.0,13.0,30.8,9.0,169.0,60.0,35.5,54.0,76.0,39.0,24.0,6.0,0.0,18.0,22.0,,20.0,0.0,45.0,508.0,40.0,132.0,245.0,158.0,17.0,452.0,3.0,11.0,27.3,4.0,0.0,218.0,1267.0,551.0,24.0,8.0,1.0,13.0,10.0,352.0,256.0,72.7,32.0,1,0,0,12.0,14.0,0.0,17.0,22.0,10.0,0.0,0.0,0,88.0,39.0,24.0,61.9,WestHamUnited
5,2017-09-16,15:00,Premier League,Matchweek 5,Sat,Away,D,0,0,West Brom,0,10.0,1.0,10.0,0.0,0.0,20.9,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Match Report,1.0,1.0,100.0,1.0,0.5,0.5,0,0,0,0,14.0,26.0,53.8,29.0,4.0,75.9,54.1,7.0,57.1,56.4,6.0,0.0,0.0,1.0,22.3,448.0,543.0,82.5,10222.0,3168.0,130.0,147.0,88.4,221.0,245.0,90.2,93.0,139.0,66.9,0,0.3,8.0,36.0,6.0,3.0,35.0,543.0,492.0,51.0,18.0,0.0,86.0,20.0,18.0,3.0,2.0,0.0,1.0,340.0,79.0,124.0,101.0,373.0,20.0,22.0,5.0,448.0,2.0,12.0,14.0,12.0,15.0,10.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,5.0,5.0,2.0,4.0,15.0,26.7,11.0,121.0,33.0,27.3,35.0,49.0,37.0,8.0,3.0,0.0,5.0,10.0,,16.0,0.0,64.0,637.0,46.0,161.0,375.0,140.0,13.0,586.0,5.0,10.0,50.0,6.0,0.0,376.0,1954.0,948.0,38.0,7.0,0.0,14.0,7.0,505.0,448.0,88.7,35.0,2,0,0,8.0,14.0,2.0,18.0,10.0,6.0,0.0,0.0,0,84.0,31.0,12.0,72.1,WestHamUnited
6,2017-09-19,19:45,EFL Cup,Third round,Tue,Home,W,3,0,Bolton,3,18.0,4.0,22.2,0.17,0.75,,,0,0,,,,,,Match Report,2.0,2.0,100.0,1.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,7.0,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,10.0,11.0,2.0,17.0,7.0,12.0,0.0,0.0,0,,,,,WestHamUnited
7,2017-09-23,12:30,Premier League,Matchweek 6,Sat,Home,L,2,3,Tottenham,2,10.0,4.0,40.0,0.2,0.5,18.2,0.0,0,0,0.9,0.9,0.09,1.1,1.1,Match Report,5.0,1.0,40.0,0.0,2.0,-1.0,0,0,0,0,12.0,33.0,36.4,32.0,2.0,87.5,59.6,6.0,83.3,62.2,8.0,0.0,0.0,1.0,14.0,293.0,428.0,68.5,6385.0,2461.0,121.0,139.0,87.1,93.0,131.0,71.0,69.0,132.0,52.3,2,0.8,7.0,23.0,5.0,3.0,22.0,428.0,362.0,66.0,24.0,0.0,50.0,19.0,19.0,4.0,2.0,1.0,0.0,202.0,86.0,140.0,129.0,218.0,29.0,28.0,6.0,293.0,5.0,11.0,17.0,12.0,16.0,11.0,4.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,23.0,14.0,10.0,11.0,2.0,5.0,12.0,41.7,7.0,172.0,67.0,39.0,57.0,77.0,38.0,20.0,4.0,0.0,16.0,15.0,,24.0,0.0,50.0,566.0,60.0,156.0,298.0,142.0,17.0,501.0,4.0,14.0,28.6,6.0,1.0,286.0,1523.0,685.0,24.0,11.0,2.0,10.0,16.0,368.0,293.0,79.6,22.0,4,0,0,10.0,23.0,6.0,19.0,15.0,14.0,0.0,0.0,0,112.0,20.0,26.0,43.5,WestHamUnited
8,2017-09-30,15:00,Premier League,Matchweek 7,Sat,Home,W,1,0,Swansea City,1,9.0,4.0,44.4,0.11,0.25,14.0,0.0,0,0,0.9,0.9,0.1,0.1,0.1,Match Report,1.0,1.0,100.0,1.0,0.0,0.0,0,0,0,0,10.0,18.0,55.6,22.0,2.0,59.1,47.4,5.0,100.0,71.6,12.0,0.0,0.0,1.0,16.3,328.0,428.0,76.6,6776.0,2780.0,133.0,148.0,89.9,122.0,153.0,79.7,62.0,102.0,60.8,1,0.9,9.0,22.0,9.0,6.0,27.0,428.0,378.0,50.0,13.0,0.0,79.0,16.0,18.0,2.0,0.0,2.0,0.0,212.0,103.0,113.0,133.0,216.0,24.0,29.0,7.0,328.0,2.0,8.0,25.0,1.0,17.0,13.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,11.0,10.0,2.0,9.0,17.0,52.9,8.0,82.0,22.0,26.8,33.0,40.0,9.0,15.0,2.0,0.0,13.0,26.0,,34.0,0.0,44.0,571.0,58.0,176.0,302.0,127.0,16.0,522.0,7.0,15.0,46.7,9.0,0.0,341.0,1755.0,922.0,28.0,8.0,3.0,19.0,8.0,408.0,328.0,80.4,27.0,3,0,0,14.0,13.0,1.0,18.0,26.0,14.0,0.0,0.0,0,67.0,31.0,16.0,66.0,WestHamUnited
9,2017-10-14,15:00,Premier League,Matchweek 8,Sat,Away,D,1,1,Burnley,1,7.0,6.0,85.7,0.14,0.17,20.7,0.0,0,0,1.1,1.1,0.16,-0.1,-0.1,Match Report,5.0,4.0,80.0,0.0,1.2,0.2,0,0,0,0,14.0,44.0,31.8,31.0,2.0,87.1,63.7,17.0,100.0,76.9,14.0,1.0,7.1,0.0,9.3,201.0,295.0,68.1,4345.0,1970.0,90.0,108.0,83.3,76.0,94.0,80.9,32.0,84.0,38.1,1,1.1,5.0,13.0,6.0,1.0,16.0,295.0,241.0,54.0,13.0,0.0,42.0,5.0,4.0,4.0,1.0,2.0,0.0,154.0,42.0,99.0,55.0,191.0,10.0,18.0,4.0,201.0,2.0,8.0,8.0,9.0,11.0,9.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,7.0,5.0,4.0,0.0,5.0,17.0,29.4,12.0,122.0,38.0,31.1,54.0,46.0,22.0,20.0,7.0,0.0,13.0,15.0,,49.0,0.0,38.0,435.0,90.0,189.0,179.0,90.0,9.0,381.0,7.0,18.0,38.9,10.0,0.0,228.0,985.0,478.0,17.0,6.0,1.0,10.0,7.0,237.0,201.0,84.8,16.0,3,1,1,13.0,10.0,1.0,4.0,15.0,7.0,0.0,0.0,0,68.0,26.0,29.0,47.3,WestHamUnited
10,2017-10-20,20:00,Premier League,Matchweek 9,Fri,Home,L,0,3,Brighton,0,16.0,2.0,12.5,0.0,0.0,21.1,2.0,0,0,0.6,0.6,0.04,-0.6,-0.6,Match Report,4.0,2.0,50.0,0.0,2.2,-0.8,1,1,0,0,7.0,10.0,70.0,19.0,3.0,36.8,33.6,3.0,100.0,76.0,5.0,0.0,0.0,2.0,21.0,534.0,652.0,81.9,10298.0,3091.0,207.0,234.0,88.5,235.0,273.0,86.1,78.0,121.0,64.5,0,0.4,9.0,51.0,9.0,4.0,59.0,652.0,598.0,54.0,12.0,0.0,100.0,20.0,24.0,10.0,6.0,4.0,0.0,469.0,84.0,99.0,130.0,468.0,13.0,25.0,6.0,534.0,2.0,8.0,19.0,14.0,17.0,12.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,3.0,9.0,4.0,8.0,12.0,66.7,4.0,116.0,41.0,35.3,24.0,52.0,40.0,10.0,1.0,0.0,9.0,17.0,,17.0,0.0,65.0,766.0,32.0,122.0,447.0,224.0,26.0,714.0,8.0,14.0,57.1,9.0,0.0,530.0,2403.0,1338.0,75.0,16.0,2.0,16.0,12.0,627.0,534.0,85.2,59.0,1,0,0,5.0,13.0,3.0,24.0,17.0,10.0,0.0,1.0,0,107.0,20.0,24.0,45.5,WestHamUnited
11,2017-10-25,20:00,EFL Cup,Fourth round,Wed,Away,W,3,2,Tottenham,3,10.0,7.0,70.0,0.3,0.43,,,0,0,,,,,,Match Report,6.0,4.0,66.7,0.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,20.0,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,8.0,6.0,2.0,24.0,20.0,8.0,0.0,0.0,0,,,,,WestHamUnited
12,2017-10-28,15:00,Premier League,Matchweek 10,Sat,Away,D,2,2,Crystal Palace,2,6.0,2.0,33.3,0.33,1.0,13.2,0.0,0,0,0.9,0.9,0.15,1.1,1.1,Match Report,8.0,6.0,87.5,0.0,3.5,1.5,1,1,0,0,5.0,26.0,19.2,17.0,1.0,94.1,71.7,11.0,90.9,66.5,12.0,1.0,8.3,0.0,12.3,261.0,359.0,72.7,4936.0,1811.0,120.0,140.0,85.7,95.0,114.0,83.3,37.0,85.0,43.5,1,0.8,5.0,20.0,6.0,0.0,25.0,359.0,299.0,60.0,19.0,1.0,53.0,12.0,10.0,2.0,2.0,0.0,0.0,203.0,58.0,98.0,83.0,223.0,12.0,25.0,8.0,261.0,0.0,1.0,9.0,12.0,11.0,5.0,3.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,21.0,6.0,14.0,6.0,1.0,8.0,25.0,32.0,17.0,142.0,36.0,25.4,75.0,39.0,28.0,15.0,2.0,0.0,13.0,17.0,,49.0,1.0,44.0,520.0,66.0,203.0,226.0,117.0,18.0,461.0,17.0,23.0,73.9,19.0,1.0,253.0,1262.0,564.0,28.0,4.0,2.0,10.0,19.0,312.0,261.0,83.7,25.0,2,0,0,16.0,22.0,1.0,10.0,17.0,6.0,0.0,1.0,0,83.0,26.0,26.0,50.0,WestHamUnited
